id|marca|nombre|precio|precio_1|precio_2|precio_3|precio_unitario|rubro|url_imagen|url_producto
""||Aceitunas Nucete Verde N 4 Sachet 100gr|42.9|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/59881-fcf44d4a84c2df2eb015988136084301-480-0.jpg|productos/aceit-nucete-vde-n4-sac-100-gr/
""||Aceitunas Nucete Verde Descarozadas Doy Pack 150gr|91.33|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/59331-471a9cbb738f37861e15988135578965-480-0.jpg|productos/aceit-nucete-vde-des-dpa-150-gr/
""||Aceitunas Nucete Verde Rellenas Frasco 200gr|111.9|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/432441-70fc9290193200014215988137509715-480-0.jpg|productos/aceit-nucete-vde-rel-fco-200-gr/
""||Aceitunas Nucete Verde N 7 Frasco 220gr|115.6|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/134561-3661a4b5c66512b54515988137062835-480-0.jpg|productos/aceit-nucete-vde-n7-fco-220-gr/
""||Aceitunas Descarozadas La Toscana 140gr|99.0|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/aceitunas-descarozadas-la-toscana-140-gr1-d4c289781518bef47516099553715476-480-0.jpg|productos/aceitunas-descarozadas-la-toscana-140-gr/
""||Aceitunas Verdes Marolio Sachet 100gr|37.71|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/63821-3068dccd6bb037c25816059086793354-480-0.jpg|productos/aceitunas-verdes-marolio-sachet-100-gr/
""||Aceitunas Nucete Verdes Descarozadas Sachet 80gr|47.3|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/59891-bbca2cbd475864c58f16059088214506-480-0.jpg|productos/aceitunas-nucete-verdes-descarozadas-sachet-80-gr/
""||Aceitunas Nucete Verdes N5 Doypack 180gr|68.3|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/59531-83fe4892b6e61a449116059088987881-480-0.jpg|productos/aceitunas-nucete-verdes-n5-doypack-180-gr/
""||Aceitunas Negras Molto 200gr|107.8|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/249051-b51a4efcbc6ea0590816059090092455-480-0.jpg|productos/aceitunas-negras-molto-200-gr/
""||Aceitunas Marolio Verde Frasco 200gr|85.8|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/193831-2f92b4f2a2a63a2f9816059090767777-480-0.jpg|productos/aceitunas-marolio-verde-frasco-200-gr/
""||Aceitunas Nucete Verde Descarozadas Frasco 160gr|130.0|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/441341-c400b55fe794aca0af16059092180850-480-0.jpg|productos/aceitunas-nucete-verde-descarozadas-frasco-160-gr/
""||Aceitunas Nucete Negras N°5 180gr|80.0|||||Productos > Aceitunas, Pickles y Ajies|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/aceitunas-nucete-negras-n-5-180-gr1-4b7fff4c661cb55d5316037391771847-480-0.png|productos/aceitunas-nucete-negras-n5-180-gr/
""||Galletitas Terrabusi Variedad 400gr|105.0|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/209851-0f2bd8eb8fc27fb6db15988923475671-480-0.jpg|productos/gal-terrabusi-variedad-400-gr/
""||Oblea Nugaton Leche 27gr|48.5|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/1221511-eeaca7ca177da77d9815989996596078-480-0.jpg|productos/oblea-nugaton-leche-27-gr/
""||Galletitas Pepitos 118gr|62.4|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/75471-947736715d10244e2615988919945740-480-0.jpg|productos/gal-pepitos-118-gr/
""||Galletitas Traviata 5x100Gr|166.9|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/1681211-0f0aacfe4df74153ec15990865109777-480-0.jpg|productos/gal-traviata-5x100-gr/
""||Tostada Riera Arroz Sin T 150gr|96.0|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/2545711-0ad717d3c157a5e2eb15990904923486-480-0.jpg|productos/tostada-riera-arroz-sin-t-150-gr/
""||Galletitas Rumba 112gr|60.0|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/86351-16841ab33fae2a4ed315990669539653-480-0.jpg|productos/gal-rumba-112-gr/
""||Galletitas Chocolinas 170gr|69.5|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/408311-83984c490561af7ee115989992176321-480-0.jpg|productos/gal-chocolinas-170-gr/
""||Galletitas Polvorita Chispas 80gr|33.0|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/polvoritas1-47fb3ee818f4b54fb015989861794491-480-0.jpg|productos/gal-polvorita-chispas-80-gr/
""||Galletitas Criollitas 3x100Gr|95.0|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/40691-303fd562c2e0f6225815990736789581-480-0.jpg|productos/gal-criollitas-3x100-gr/
""||Galletitas Chocolinas 250gr|120.0|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/1530711-05f79906a09567dc5915990009284375-480-0.jpg|productos/gal-chocolinas-250-gr/
""||Bizcochos 9 De Oro Agridulces 200gr|46.3|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/43401-aee427542ed4ba9e0a15989656577763-480-0.jpg|productos/bizcoch-9-de-oro-agridulces-200-gr/
""||Galletitas Terrabusi Anill.clas 160gr|40.39|||||Productos > Galletas y Cereales|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/75441-37f4a512ac44f91aca15990669308980-480-0.jpg|productos/gal-terrabusi-anill-clas-160-gr/
""||Pure Molto Tetrapack Recart. 340gr|46.2|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/184051-1b45c91f24db6cd4e115992494299462-480-0.jpg|productos/pure-molto-tetrapack-recart-340-gr/
""||Saborizador Alicante Verdura Sobres 4Un|61.1|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/2575811-162d92d263cc48256615990029801608-480-0.jpg|productos/saboriz-alicante-verd-sob-4-un/
""||Caldo Wilde Verdura 12Un|65.9|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/125461-7ade5d5c70721ad79815988364125576-480-0.jpg|productos/caldo-wilde-verdura-12-un/
""||Caldo Knorr Verdura 12Un|116.9|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/7281-afd964b71550a7809315988363154326-480-0.jpg|productos/caldo-knorr-verdura-12-un/
""||Sopa Knorr Quick Arvejas 75gr|124.54|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/8031-d508c6f69df14605db15988879493472-480-0.jpg|productos/sopa-knorr-quick-arvej-75-gr/
""||Saborizador Alicante Albahaca y Ajo 12un x 7,5gr|199.0|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/119411-4a3e9edcded121231d15990903682780-480-0.jpg|productos/saborizador-alicante-albahaca-y-ajo-12-unidades-x-75-gr/
""||Saborizador Alicante Gallina Sobres 4Un|61.1|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/2575711-cfe9b6685ea7e11bd715990029269677-480-0.jpg|productos/saboriz-alicante-gall-sob-4-un/
""||Saborizador Alicante Carne Sobres 4Un|61.1|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/2575611-adffc13daf8e16392815990029020155-480-0.jpg|productos/saboriz-alicante-carne-sob-4-un/
""||Sopa Knorr Crema Queso 76gr|90.87|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/34691-3b032394913b6e027f15988878624532-480-0.jpg|productos/sopa-knorr-cr-queso-76-gr/
""||Sopa Knorr Quick Light Zapallo 55gr|139.3|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/8111-5b94eb3161d4ec0a6115988879982329-480-0.jpg|productos/sopa-knorr-qui-lig-zap-55-gr/
""||Caldo Knorr Gallina 12Un|116.9|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/caldo-gallina-knorr-12u-153171-f2a88a4bde5f58265216013855920513-480-0.jpg|productos/caldo-knorr-gallina-12-un/
""||Sopa Familiar Knorr Vegetales Con Fideos Caracolitos Tricolor 107,5|101.77|||||Productos > Caldos, Sopas, Pures y Saborizantes|http://d3ugyf2ht6aenh.cloudfront.net/assets/stores/img/no-photo-480-0.png|productos/sopa-familiar-knorr-vegetales-con-fideos-caracolitos-tricolor-1075/
""||Atún Gomes Da Costa Natural Trozo 170gr|199.0|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/140121-59ead476c816119f8515988319503556-480-0.jpg|productos/atun-g-d-costa-nat-trozo-170-gr/
""||Arvejas Molto Recart. 340gr|33.7|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/216381-5d9ae1d72c20e1d76715989652695507-480-0.jpg|productos/arvejas-molto-recart-340-gr/
""||Choclo Bahía Grano Amarillo 320gr|99.3|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/136751-0f1df930ab8c244c3e15989666704978-480-0.jpg|productos/choclo-bahia-gra-amar-320-gr/
""||Atún La Campagnola Aceite 170gr|240.85|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/2971-a72eaaaa94de931ff515988320272044-480-0.jpg|productos/atun-campagn-ac-170-gr/
""||Granos De Choclo Marolio Amarillos Enteros 300gr|54.5|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/58591-6bf8ff9824aa1e986115992490252085-480-0.jpg|productos/granos-de-choclo-marolio-amarillos-enteros-300-gr/
""||Atún La Campagnola Natural 170gr|240.85|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/2941-58de7f0208bbedfa1215988322147360-480-0.jpg|productos/atun-campagn-nat-170-gr/
""||Atún La Campagnola Natural 300gr|374.1|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/2891-990dcc78d8301dc16215988871111638-480-0.jpg|productos/atun-campagn-nat-300-gr/
""||Palmito Marolio Entero 400gr|168.86|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/119641-4e51a297be1292e27315992491418710-480-0.jpg|productos/palmito-marolio-entero-400-gr/
""||Atún Gomes Da Costa Aceite Desmenuzado 170gr|199.0|||||Productos > Conservas|http://d3ugyf2ht6aenh.cloudfront.net/stores/001/219/229/products/239071-a74ef0e2348184395b16006148914465-480-0.jpg|productos/atun-g-d-costa-ac-desm-170-gr/
